;name;date;party;okrug;drived;registered;elected
0;Сазыкин Максим Юрьевич;18.08.1983;"Московское городское отделение Всероссийской политической партии ""ПАРТИЯ РОСТА""";1;выдвинут;отказ в регистрации;
1;Матвеев Антон Вадимович;20.02.1989;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;2;выдвинут;зарегистрирован;
2;Бобышев Сергей Александрович;09.12.1974;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";2;выдвинут;зарегистрирован;
3;Перепелицын Александр Михайлович;10.08.1948;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;
4;Петрушин Вячеслав Алексеевич;29.07.1978;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;
5;Попов Антон Олегович;13.03.1994;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;
6;Попов Николай Петрович;18.08.1984;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;
7;Самойлов Аркадий Евгеньевич;23.08.1963;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";2;выдвинут;зарегистрирован;
8;Андреев Евгений Витальевич;04.11.1989;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
9;Бондаренко Кристина Сергеевна;29.12.1994;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
10;Востриков Антон Александрович;01.04.1997;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
11;Котов Федор Геннадьевич;06.11.1983;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
12;Рудакова Елена Александровна;28.02.1986;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
13;Рудакова Светлана Александровна;28.02.1986;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
14;Безкоровайный Руслан Александрович;30.01.1974;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
15;Гончаров Николай Михайлович;25.07.1950;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
16;Дорожкина Галина Павловна;22.10.1960;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
17;Кабанова Марина Евгеньевна;03.07.1960;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
18;Миняйло Ирина Николаевна;08.05.1959;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
19;Пахомова Юлия Анатольевна;27.06.1970;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
20;Петлевой Эдуард Владимирович;03.09.1961;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;
21;Советкин Сергей Викторович;27.10.1963;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
22;Тюрин Николай Алексеевич;22.05.1949;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
23;Федотов Илья Борисович;29.08.1977;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
24;Ситникова Екатерина Сергеевна;08.02.1991;"Региональное отделение Всероссийской политической партии ""ПАРТИЯ ДЕЛА"" в г. Москве";2;выдвинут;зарегистрирован;
25;Кирш Алексей Петрович;23.06.1982;"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Москве";1;утративший статус выдвинутого кандидата;;
26;Ручкин Дмитрий Владимирович;13.12.1969;"Региональное отделение политической партии ""Объединенная партия людей ограниченной трудоспособности России"" в городе Москве";1;выдвинут;зарегистрирован;
27;Абрамова Галина Анатольевна;23.04.1961;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
28;Войтенков Антон Юрьевич;06.06.1979;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
29;Каналин Илья Витальевич;04.05.1998;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;отказ в регистрации;
30;Логинов Сергей Евгеньевич;29.01.1954;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";1;выдвинут;зарегистрирован;
31;Логунов Иван Викторович;04.04.1998;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
32;Прописнова Елена Олеговна;28.01.1982;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";1;выдвинут;зарегистрирован;
33;Эсмурзиева Лидия Багаудиновна;23.04.1954;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
34;Лепесин Сергей Семенович;26.09.1950;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;1;выдвинут;зарегистрирован;
35;Сологалов Евгений Петрович;20.02.1975;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;1;выдвинут;зарегистрирован;
36;Шарандина Марина Юрьевна;12.05.1976;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;1;выдвинут;зарегистрирован;
37;Акимов Валерий Романович;20.03.1991;Самовыдвижение;2;выдвинут;зарегистрирован;
38;Антонов Сергей Николаевич;18.03.1993;Самовыдвижение;1;выдвинут;зарегистрирован;
39;Апанасик Александр Николаевич;23.08.1987;Самовыдвижение;1;выдвинут;зарегистрирован;
40;Аппаков Азамат Рустамович;14.10.1990;Самовыдвижение;2;выдвинут;зарегистрирован;
41;Аштаев Юрий Алексеевич;19.12.1962;Самовыдвижение;1;выдвинут;зарегистрирован;
42;Бакланов Александр Александрович;09.10.1975;Самовыдвижение;1;выдвинут;зарегистрирован;
43;Батюнина Наталья Вячеславовна;12.09.1985;Самовыдвижение;2;выдвинут;зарегистрирован;
44;Белова Александра Витальевна;14.03.1980;Самовыдвижение;1;выдвинут;зарегистрирован;
45;Богатов Сергей Владимирович;26.10.1972;Самовыдвижение;1;выдвинут;отказ в регистрации;
46;Викторова Татьяна Валентиновна;13.09.1954;Самовыдвижение;2;выдвинут;зарегистрирован;
47;Волгина Мария Олеговна;06.06.1991;Самовыдвижение;2;выдвинут;зарегистрирован;
48;Горковская Лариса Викторовна;26.02.1977;Самовыдвижение;1;выдвинут;зарегистрирован;избр.
49;Горшкова Владислава Геннадиевна;08.01.1981;Самовыдвижение;2;выдвинут;зарегистрирован;избр.
50;Дулин Александр Николаевич;25.09.1962;Самовыдвижение;1;выдвинут;зарегистрирован;
51;Канишевская Виктория Анатольевна;05.02.1980;Самовыдвижение;1;выдвинут;зарегистрирован;
52;Ковальчук Василий Аркадьевич;01.05.1964;Самовыдвижение;2;выдвинут;зарегистрирован;
53;Козина Марина Валентиновна;17.01.1962;Самовыдвижение;1;выдвинут;зарегистрирован;
54;Кондратьев Лев Ефимович;21.12.1948;Самовыдвижение;2;выдвинут;зарегистрирован;
55;Лесников Евгений Иванович;04.07.1975;Самовыдвижение;1;выдвинут;зарегистрирован;
56;Лыков Игорь Геннадьевич;28.08.1982;Самовыдвижение;1;выдвинут;зарегистрирован;
57;Лыкова Ольга Сергеевна;02.03.1981;Самовыдвижение;1;выдвинут;зарегистрирован;избр.
58;Мирошниченко Анна Александровна;12.06.1995;Самовыдвижение;1;выдвинут;зарегистрирован;
59;Мирошниченко Роман Евгеньевич;09.07.1977;Самовыдвижение;1;выдвинут;зарегистрирован;избр.
60;Митерёв Егор Николаевич;22.02.1987;Самовыдвижение;2;выдвинут;зарегистрирован;
61;Наумов Александр Викторович;28.09.1985;Самовыдвижение;2;выдвинут;зарегистрирован;
62;Петрунин Максим Максимович;24.06.1986;Самовыдвижение;1;выдвинут;зарегистрирован;избр.
63;Сопичев Дмитрий Александрович;02.11.1986;Самовыдвижение;2;выдвинут;зарегистрирован;
64;Усачев Никита Юрьевич;29.07.1984;Самовыдвижение;2;выдвинут;зарегистрирован;
65;Чернова Татьяна Юрьевна;16.05.1985;Самовыдвижение;2;выдвинут;зарегистрирован;
66;Яцко Сергей Иванович;05.09.1983;Самовыдвижение;1;выдвинут;зарегистрирован;
