;name;date;party;okrug;drived;registered;elected
14;Белов Даниил Романович;17.07.1989;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
15;Левин Станислав Леонидович;22.07.1968;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
16;Мельник Александр Федорович;01.05.1977;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
17;Мухранова Елена Владимировна;13.03.1966;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;отказ в регистрации;
18;Привалов Антон Евгеньевич;09.04.1983;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
19;Протасов Роман Игоревич;24.08.1983;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
20;Тельцов Игорь Владимирович;04.09.1962;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
21;Бондаренко Андрей Григорьевич;18.01.1977;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
22;Захаркина Ирина Олеговна;23.07.1978;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
23;Захаров Владимир Викторович;03.07.1980;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
24;Иренкова Татьяна Витальевна;30.07.1970;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
25;Киселев Григорий Робертович;18.12.1990;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
26;Кувшинова Ирина Павловна;20.08.1972;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
27;Петрикеева Анна Николаевна;09.12.1955;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
28;Суворова Юлия Геннадьевна;04.02.1984;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
29;Тимохин Владимир Петрович;11.05.1947;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
30;Чернышев Руслан Михайлович;16.06.1970;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
31;Ермилов Алексей Игоревич;19.10.1991;"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Москве";1;выдвинут;зарегистрирован;
32;Чудаев Геннадий Степанович;06.09.1946;"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Москве";2;выдвинут;зарегистрирован;
33;Першин Никита Сергеевич;04.04.1992;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
34;Смирнов Сергей Сергеевич;23.03.1988;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
35;Даниловцев Валерий Валерьевич;25.03.1962;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;2;выдвинут;зарегистрирован;
36;Гавриков Антон Андреевич;09.05.1991;Самовыдвижение;1;выдвинут;зарегистрирован;
37;Карапаев Виктор Геннадьевич;24.01.1994;Самовыдвижение;2;выдвинут;отказ в регистрации;
38;Кирмикчи Василий Иванович;08.02.1949;Самовыдвижение;2;выдвинут;выбывший (после регистрации) кандидат;
39;Кравченко Игорь Павлович;21.02.1969;Самовыдвижение;2;выдвинут;зарегистрирован;
40;Цветков Александр Павлович;18.05.1989;Самовыдвижение;1;выдвинут;зарегистрирован;
