;name;date;party;okrug;drived;registered;elected
0;Мамонов Алексей Дмитриевич;23.01.1967;"Московское городское отделение Всероссийской политической партии ""ПАРТИЯ РОСТА""";1;выдвинут;зарегистрирован;
1;Михайлов Александр Евгеньевич;18.10.1979;"Московское городское отделение Всероссийской политической партии ""ПАРТИЯ РОСТА""";2;выдвинут;зарегистрирован;
2;Курашев Кирилл Константинович;17.07.1992;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;1;выдвинут;зарегистрирован;
3;Скринкович Максим Николаевич;25.02.1987;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;2;выдвинут;зарегистрирован;
4;Андриевская Светлана Евгеньевна;25.02.1967;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;
5;Дедков Олег Валерьевич;22.05.1976;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;
6;Марков Роман Евгеньевич;28.01.1983;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";2;выдвинут;отказ в регистрации;
7;Смуглов Борис Юрьевич;04.12.1965;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;утративший статус выдвинутого кандидата;;
8;Стельников Евгений Сергеевич;10.11.1981;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";2;выдвинут;зарегистрирован;
9;Сторожук Юрий Васильевич;09.11.1989;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";2;выдвинут;зарегистрирован;
10;Васина Юлия Викторовна;30.09.1981;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
11;Зайцев Роман Александрович;13.08.1979;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
12;Каланча Иван Петрович;06.05.1988;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
13;Ломаков Никита Владиславович;09.01.1992;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
14;Марусов Сергей Александрович;09.07.1979;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
15;Митяев Александр Константинович;07.04.1997;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
16;Осадчий Николай Витальевич;12.09.1991;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
17;Кабанец Анатолий Владимирович;03.01.1957;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
18;Козлов Сергей Юрьевич;22.02.1980;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;
19;Куфопанделис Татьяна Владимировна;15.11.1972;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;
20;Маруфиди Василий Христофорович;20.09.1953;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;
21;Медведева Галина Васильевна;27.07.1960;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
22;Пилюгин Игорь Юрьевич;29.11.1968;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;
23;Прохоров Евгений Юрьевич;07.12.1970;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
24;Сазонов Виталий Николаевич;05.05.1970;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
25;Суворова Светлана Викторовна;25.04.1984;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;
26;Федоров Александр Вячеславович;22.05.1977;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
27;Часовникова Евгения Львовна;15.05.1981;"Региональное отделение в Москве Политической партии ""Партия народной свободы (ПАРНАС)""";2;выдвинут;зарегистрирован;
28;Литвина Наталья Арвидовна;08.10.1960;"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Москве";1;выдвинут;зарегистрирован;
29;Нечаева Надежда Геннадьевна;03.09.1976;"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Москве";2;выдвинут;зарегистрирован;
30;Бабушкин Марк Юрьевич;28.04.1961;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
31;Громов Вячеслав Николаевич;27.11.1953;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
32;Лузин Евгений Валерьевич;24.09.1980;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
33;Рассудов Павел Юрьевич;12.04.1983;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
34;Романюк Егор Юрьевич;26.06.1989;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";1;выдвинут;зарегистрирован;
35;Серегин Сергей Валериевич;02.05.1963;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
36;Сорокин Евгений Георгиевич;20.12.1988;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";1;выдвинут;зарегистрирован;
37;Сыров Виктор Михайлович;05.05.1981;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";1;выдвинут;зарегистрирован;
38;Швеев Виталий Николаевич;12.12.1974;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";1;выдвинут;зарегистрирован;
39;Божков Сергей Александрович;03.10.1971;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;2;выдвинут;зарегистрирован;
40;Колесников Константин Михайлович;01.03.1972;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;1;выдвинут;зарегистрирован;
41;Николаева Александра Игоревна;21.04.1984;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;1;выдвинут;зарегистрирован;
42;Осипов Георгий Вячеславович;04.06.1978;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;1;выдвинут;зарегистрирован;
43;Якшин Николай Александрович;02.05.1945;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;1;выдвинут;зарегистрирован;
44;Якшин Юрий Николаевич;03.04.1979;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;2;выдвинут;зарегистрирован;
45;Бархоткина Елена Борисовна;02.04.1984;Самовыдвижение;2;выдвинут;зарегистрирован;
46;Бескоровайный Алексей Викторович;27.12.1974;Самовыдвижение;1;выдвинут;зарегистрирован;избр.
47;Бильданова Лариса Валерьевна;15.12.1960;Самовыдвижение;1;выдвинут;зарегистрирован;избр.
48;Бояджан Григорий Григорьевич;24.11.1989;Самовыдвижение;1;выдвинут;зарегистрирован;
49;Бражко Александр Анатольевич;12.07.1975;Самовыдвижение;1;выдвинут;зарегистрирован;
50;Герасимова Екатерина Александровна;04.05.1972;Самовыдвижение;2;выдвинут;зарегистрирован;избр.
51;Зильберт Давид Борисович;26.07.1932;Самовыдвижение;1;выдвинут;зарегистрирован;
52;Коваленко Инна Станиславовна;23.10.1967;Самовыдвижение;2;выдвинут;зарегистрирован;
53;Лазутин Евгений Евгеньевич;03.05.1966;Самовыдвижение;1;выдвинут;зарегистрирован;
54;Лукасик Анна Владиславовна;30.09.1974;Самовыдвижение;2;выдвинут;зарегистрирован;избр.
55;Милащенко Евгений Георгиевич;01.07.1958;Самовыдвижение;1;выдвинут;зарегистрирован;
56;Плахов Роман Вячеславович;08.06.1984;Самовыдвижение;1;выдвинут;зарегистрирован;избр.
57;Пожидаев Денис Николаевич;05.11.1972;Самовыдвижение;2;выдвинут;зарегистрирован;
58;Свергун Наталья Ивановна;05.10.1979;Самовыдвижение;2;выдвинут;зарегистрирован;избр.
59;Светиков Илья Анатольевич;09.12.1977;Самовыдвижение;1;выдвинут;зарегистрирован;избр.
60;Сидельникова Елена Васильевна;06.01.1972;Самовыдвижение;2;выдвинут;зарегистрирован;избр.
61;Тихомирова Наталья Борисовна;15.07.1977;Самовыдвижение;2;выдвинут;зарегистрирован;избр.
62;Федотов Виталий Сергеевич;03.11.1965;Самовыдвижение;1;выдвинут;зарегистрирован;избр.
63;Фетисов Александр Вячеславович;01.01.1977;Самовыдвижение;1;выдвинут;зарегистрирован;
