;name;date;party;okrug;drived;registered;elected
0;Грибачева Елена Анатольевна;05.12.1974;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;2;выдвинут;зарегистрирован;
1;Дудник Дмитрий Дмитриевич;29.05.1996;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;3;выдвинут;зарегистрирован;
2;Шевцов Сергей Сергеевич;30.08.1986;МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ Политической партии КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ;1;выдвинут;зарегистрирован;
3;Андреев Павел Александрович;08.07.1984;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";3;выдвинут;зарегистрирован;
4;Бобенко Майя Геннадиевна;21.07.1991;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;избр.
5;Воропаев Олег Владимирович;06.05.1987;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;избр.
6;Гусев Алексей Алексеевич;06.11.1989;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;избр.
7;Рубин Александр Юрьевич;19.03.1980;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";2;выдвинут;зарегистрирован;
8;Сапронов Сергей Сергеевич;26.11.1984;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";3;выдвинут;зарегистрирован;избр.
9;Селькова Елена Андреевна;24.06.1977;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";3;выдвинут;зарегистрирован;избр.
10;Удин Сергей Анатольевич;31.05.1978;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";3;выдвинут;зарегистрирован;
11;Чернышева Мария Андреевна;05.08.1993;"МОСКОВСКОЕ ГОРОДСКОЕ ОТДЕЛЕНИЕ политической партии ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ""";1;выдвинут;зарегистрирован;
12;Власенко Алексей Вячеславович;31.08.1984;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
13;Геворкян Гаянэ Андреевна;31.08.1985;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;зарегистрирован;
14;Иванов Алексей Алексеевич;12.09.1998;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;2;выдвинут;выбывший (после регистрации) кандидат;
15;Папушина Ирина Рафитовна;26.03.1980;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;3;выдвинут;зарегистрирован;
16;Хабибуллин Александр Ринатович;31.07.1985;Московское городское отделение Политической партии ЛДПР - Либерально-демократической партии России;1;выдвинут;зарегистрирован;
17;Азаренкова Екатерина Николаевна;09.04.1975;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
18;Баскаков Андрей Николаевич;10.07.1955;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;избр.
19;Васильева Инна Николаевна;07.05.1951;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";3;выдвинут;зарегистрирован;избр.
20;Досаева Зяйтюня Османовна;01.10.1954;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
21;Зеленецкая Алла Викторовна;24.07.1952;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";3;выдвинут;зарегистрирован;избр.
22;Красильникова Дания Джеаферовна;27.08.1969;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";3;выдвинут;зарегистрирован;
23;Лаврикова Валентина Ивановна;04.12.1957;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
24;Минаева Екатерина Васильевна;06.03.1946;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;
25;Московский Юрий Валерьевич;16.05.1969;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";3;выдвинут;зарегистрирован;
26;Назарова Юлия Владимировна;24.08.1973;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;избр.
27;Садикова Ольга Леонидовна;16.02.1977;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";2;выдвинут;зарегистрирован;
28;Хегай Марина Юрьевна;01.01.1967;"Московское городское региональное отделение Всероссийской политической партии ""ЕДИНАЯ РОССИЯ""";1;выдвинут;зарегистрирован;
29;Карпов Александр Игоревич;04.05.1963;"Региональное отделение в городе Москва Политической партии ""Национальный курс""";1;выдвинут;зарегистрирован;
30;Баранова Тамара Федоровна;14.08.1964;"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Москве";3;выдвинут;зарегистрирован;
31;Захаров Егор Андреевич;23.10.1994;"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Москве";1;выдвинут;зарегистрирован;
32;Колбасина Дарья Ашотовна;08.07.1997;"Региональное отделение ВСЕРОССИЙСКОЙ ПОЛИТИЧЕСКОЙ ПАРТИИ ""РОДИНА"" в городе Москве";2;выдвинут;зарегистрирован;
33;Астахов Михаил Игоревич;01.09.1998;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";1;выдвинут;зарегистрирован;
34;Виленц Алексей Викторович;11.06.1970;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;избр.
35;Карпович Станислав Валерьевич;09.05.1985;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;
36;Шевченко Геннадий Дмитриевич;25.04.1970;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;выбывший (после регистрации) кандидат;
37;Щербакова Юлия Анатольевна;01.05.1979;"Региональное отделение Политической партии ""Российская объединенная демократическая партия ""ЯБЛОКО"" в городе Москве";2;выдвинут;зарегистрирован;избр.
38;Вартанян Тигран Сергеевич;19.04.1991;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;2;выдвинут;зарегистрирован;
39;Канеев Равиль Фаильевич;18.11.1983;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;2;выдвинут;отказ в регистрации;
40;Реус Олеся Алексеевна;24.03.1991;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;1;выдвинут;зарегистрирован;
41;Русский Александр Васильевич;22.10.1970;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;1;выдвинут;зарегистрирован;
42;Щеголев Дмитрий Владимирович;07.02.1984;Региональное отделение Политической партии СПРАВЕДЛИВАЯ РОССИЯ в городе Москве;3;выдвинут;отказ в регистрации;
43;Ванеев Вячеслав Владимирович;11.10.1968;Самовыдвижение;1;выдвинут;зарегистрирован;
44;Варижкин Виталий Валентинович;14.02.1962;Самовыдвижение;1;выдвинут;зарегистрирован;
45;Вишнепольский Александр Романович;19.09.1968;Самовыдвижение;2;утративший статус выдвинутого кандидата;;
46;Горошков Артем Борисович;04.09.1978;Самовыдвижение;2;выдвинут;зарегистрирован;
47;Кондрашев Андрей Валериевич;01.10.1966;Самовыдвижение;2;выдвинут;зарегистрирован;
48;Королев Иван Иванович;10.11.1981;Самовыдвижение;3;выдвинут;зарегистрирован;
49;Красикова Марина Валерьевна;20.01.1964;Самовыдвижение;1;выдвинут;зарегистрирован;
50;Кузьмин Станислав Евгеньевич;13.10.1974;Самовыдвижение;3;выдвинут;зарегистрирован;
51;Куликов Александр Николаевич;07.01.1951;Самовыдвижение;1;выдвинут;зарегистрирован;
52;Милованкин Александр Александрович;05.04.1982;Самовыдвижение;1;выдвинут;зарегистрирован;
53;Мохирева Людмила Викентьевна;21.12.1957;Самовыдвижение;3;выдвинут;зарегистрирован;
54;Соколова Алла Геннадьевна;16.07.1959;Самовыдвижение;1;выдвинут;зарегистрирован;
55;Сорокина Мария Юрьевна;27.11.1954;Самовыдвижение;1;выдвинут;зарегистрирован;
